sample_idx,layer,original_word,scrambled_word,cos_sim
1,0,significant,sginificant,0.3638798
1,1,significant,sginificant,0.59940535
1,2,significant,sginificant,0.62678623
1,3,significant,sginificant,0.6829126
1,4,significant,sginificant,0.71402204
1,5,significant,sginificant,0.7417377
1,6,significant,sginificant,0.7453295
1,7,significant,sginificant,0.77396977
1,8,significant,sginificant,0.7779645
1,9,significant,sginificant,0.8079047
1,10,significant,sginificant,0.8693772
1,11,significant,sginificant,0.9161079
1,12,significant,sginificant,0.9299512
1,13,significant,sginificant,0.93234795
1,14,significant,sginificant,0.9335638
1,15,significant,sginificant,0.9369812
1,16,significant,sginificant,0.938952
4,0,Christopher,Chrsitopher,0.14620107
4,1,Christopher,Chrsitopher,0.36463958
4,2,Christopher,Chrsitopher,0.3857457
4,3,Christopher,Chrsitopher,0.5259026
4,4,Christopher,Chrsitopher,0.5309258
4,5,Christopher,Chrsitopher,0.57253474
4,6,Christopher,Chrsitopher,0.68570817
4,7,Christopher,Chrsitopher,0.7168315
4,8,Christopher,Chrsitopher,0.7884995
4,9,Christopher,Chrsitopher,0.7862569
4,10,Christopher,Chrsitopher,0.8373081
4,11,Christopher,Chrsitopher,0.88994056
4,12,Christopher,Chrsitopher,0.8880592
4,13,Christopher,Chrsitopher,0.88105303
4,14,Christopher,Chrsitopher,0.8889791
4,15,Christopher,Chrsitopher,0.8911066
4,16,Christopher,Chrsitopher,0.8739779
7,0,Destination,Destinatoin,0.043464243
7,1,Destination,Destinatoin,0.111680925
7,2,Destination,Destinatoin,0.18875162
7,3,Destination,Destinatoin,0.3600894
7,4,Destination,Destinatoin,0.4924711
7,5,Destination,Destinatoin,0.54290116
7,6,Destination,Destinatoin,0.59846777
7,7,Destination,Destinatoin,0.6051954
7,8,Destination,Destinatoin,0.62440944
7,9,Destination,Destinatoin,0.6788662
7,10,Destination,Destinatoin,0.69946927
7,11,Destination,Destinatoin,0.7098461
7,12,Destination,Destinatoin,0.7210225
7,13,Destination,Destinatoin,0.7500389
7,14,Destination,Destinatoin,0.768469
7,15,Destination,Destinatoin,0.79367137
7,16,Destination,Destinatoin,0.8283037
8,0,compression,compressoin,0.08151197
8,1,compression,compressoin,0.17093001
8,2,compression,compressoin,0.25294602
8,3,compression,compressoin,0.38864332
8,4,compression,compressoin,0.41190666
8,5,compression,compressoin,0.43048108
8,6,compression,compressoin,0.4810506
8,7,compression,compressoin,0.54002774
8,8,compression,compressoin,0.5642561
8,9,compression,compressoin,0.58395326
8,10,compression,compressoin,0.6399217
8,11,compression,compressoin,0.59403074
8,12,compression,compressoin,0.62799454
8,13,compression,compressoin,0.633224
8,14,compression,compressoin,0.67705804
8,15,compression,compressoin,0.6918142
8,16,compression,compressoin,0.75550973
9,0,represented,reprseented,0.06616998
9,1,represented,reprseented,0.2673914
9,2,represented,reprseented,0.4534961
9,3,represented,reprseented,0.66457826
9,4,represented,reprseented,0.66762304
9,5,represented,reprseented,0.63029796
9,6,represented,reprseented,0.6939598
9,7,represented,reprseented,0.6743877
9,8,represented,reprseented,0.675234
9,9,represented,reprseented,0.6920526
9,10,represented,reprseented,0.73034406
9,11,represented,reprseented,0.76326543
9,12,represented,reprseented,0.77928257
9,13,represented,reprseented,0.7932099
9,14,represented,reprseented,0.7943541
9,15,represented,reprseented,0.7895903
9,16,represented,reprseented,0.7728616
10,0,International,Interantional,0.045600194
10,1,International,Interantional,0.26339856
10,2,International,Interantional,0.28748754
10,3,International,Interantional,0.5016964
10,4,International,Interantional,0.5900766
10,5,International,Interantional,0.6691458
10,6,International,Interantional,0.7455486
10,7,International,Interantional,0.7777668
10,8,International,Interantional,0.79758227
10,9,International,Interantional,0.81493247
10,10,International,Interantional,0.84885806
10,11,International,Interantional,0.88573146
10,12,International,Interantional,0.88493943
10,13,International,Interantional,0.89782125
10,14,International,Interantional,0.90406114
10,15,International,Interantional,0.908868
10,16,International,Interantional,0.90151095
11,0,construction,cnostruction,0.33509243
11,1,construction,cnostruction,0.49208856
11,2,construction,cnostruction,0.49836028
11,3,construction,cnostruction,0.6056609
11,4,construction,cnostruction,0.6722005
11,5,construction,cnostruction,0.6919756
11,6,construction,cnostruction,0.705305
11,7,construction,cnostruction,0.7316418
11,8,construction,cnostruction,0.7635908
11,9,construction,cnostruction,0.7710173
11,10,construction,cnostruction,0.8232144
11,11,construction,cnostruction,0.85191315
11,12,construction,cnostruction,0.866884
11,13,construction,cnostruction,0.879251
11,14,construction,cnostruction,0.8821314
11,15,construction,cnostruction,0.86913836
11,16,construction,cnostruction,0.86078393
12,0,Introduction,Introduciton,0.014827972
12,1,Introduction,Introduciton,0.13635477
12,2,Introduction,Introduciton,0.22292098
12,3,Introduction,Introduciton,0.4104153
12,4,Introduction,Introduciton,0.5100677
12,5,Introduction,Introduciton,0.5578305
12,6,Introduction,Introduciton,0.6199062
12,7,Introduction,Introduciton,0.64099985
12,8,Introduction,Introduciton,0.6961888
12,9,Introduction,Introduciton,0.7159654
12,10,Introduction,Introduciton,0.778042
12,11,Introduction,Introduciton,0.8369552
12,12,Introduction,Introduciton,0.85924554
12,13,Introduction,Introduciton,0.8787643
12,14,Introduction,Introduciton,0.8837511
12,15,Introduction,Introduciton,0.89330786
12,16,Introduction,Introduciton,0.9292351
14,0,development,devleopment,0.03327348
14,1,development,devleopment,0.24890728
14,2,development,devleopment,0.3152475
14,3,development,devleopment,0.6420139
14,4,development,devleopment,0.6926335
14,5,development,devleopment,0.69646955
14,6,development,devleopment,0.75737345
14,7,development,devleopment,0.7873833
14,8,development,devleopment,0.8179722
14,9,development,devleopment,0.82342213
14,10,development,devleopment,0.8526479
14,11,development,devleopment,0.8857952
14,12,development,devleopment,0.89793736
14,13,development,devleopment,0.9194911
14,14,development,devleopment,0.9297272
14,15,development,devleopment,0.9375492
14,16,development,devleopment,0.9458231
15,0,engineering,engineernig,0.0074391724
15,1,engineering,engineernig,0.1510983
15,2,engineering,engineernig,0.20947152
15,3,engineering,engineernig,0.34751126
15,4,engineering,engineernig,0.42717314
15,5,engineering,engineernig,0.4520186
15,6,engineering,engineernig,0.49432284
15,7,engineering,engineernig,0.5194074
15,8,engineering,engineernig,0.5330702
15,9,engineering,engineernig,0.57057685
15,10,engineering,engineernig,0.6475918
15,11,engineering,engineernig,0.6706443
15,12,engineering,engineernig,0.7033637
15,13,engineering,engineernig,0.74718964
15,14,engineering,engineernig,0.754563
15,15,engineering,engineernig,0.76034915
15,16,engineering,engineernig,0.7796372
22,0,performance,perforamnce,0.042455573
22,1,performance,perforamnce,0.12956554
22,2,performance,perforamnce,0.2547268
22,3,performance,perforamnce,0.4170413
22,4,performance,perforamnce,0.46716475
22,5,performance,perforamnce,0.55658066
22,6,performance,perforamnce,0.6426178
22,7,performance,perforamnce,0.68679094
22,8,performance,perforamnce,0.6998261
22,9,performance,perforamnce,0.698086
22,10,performance,perforamnce,0.7442789
22,11,performance,perforamnce,0.77220356
22,12,performance,perforamnce,0.78709185
22,13,performance,perforamnce,0.81622314
22,14,performance,perforamnce,0.84749526
22,15,performance,perforamnce,0.857893
22,16,performance,perforamnce,0.86810684
23,0,distributed,distrbiuted,0.06433467
23,1,distributed,distrbiuted,0.24682656
23,2,distributed,distrbiuted,0.45991415
23,3,distributed,distrbiuted,0.6183349
23,4,distributed,distrbiuted,0.6751982
23,5,distributed,distrbiuted,0.71361375
23,6,distributed,distrbiuted,0.7463964
23,7,distributed,distrbiuted,0.7508672
23,8,distributed,distrbiuted,0.7731508
