sample_idx,layer,original_word,scrambled_word,cos_sim
1,0,significant,siiifgcnant,0.02636861
1,1,significant,siiifgcnant,0.16390942
1,2,significant,siiifgcnant,0.16770697
1,3,significant,siiifgcnant,0.27375513
1,4,significant,siiifgcnant,0.30443928
1,5,significant,siiifgcnant,0.32518712
1,6,significant,siiifgcnant,0.3347919
1,7,significant,siiifgcnant,0.43342438
1,8,significant,siiifgcnant,0.5270846
1,9,significant,siiifgcnant,0.5478687
1,10,significant,siiifgcnant,0.6608726
1,11,significant,siiifgcnant,0.675664
1,12,significant,siiifgcnant,0.71681976
1,13,significant,siiifgcnant,0.7729245
1,14,significant,siiifgcnant,0.78007007
1,15,significant,siiifgcnant,0.7859037
1,16,significant,siiifgcnant,0.8062784
4,0,Christopher,Cthosirpher,0.088954285
4,1,Christopher,Cthosirpher,0.14038025
4,2,Christopher,Cthosirpher,0.14366215
4,3,Christopher,Cthosirpher,0.25117794
4,4,Christopher,Cthosirpher,0.2727419
4,5,Christopher,Cthosirpher,0.3697211
4,6,Christopher,Cthosirpher,0.36241195
4,7,Christopher,Cthosirpher,0.3873761
4,8,Christopher,Cthosirpher,0.42482513
4,9,Christopher,Cthosirpher,0.38732252
4,10,Christopher,Cthosirpher,0.36748555
4,11,Christopher,Cthosirpher,0.32588893
4,12,Christopher,Cthosirpher,0.33399004
4,13,Christopher,Cthosirpher,0.34684545
4,14,Christopher,Cthosirpher,0.43018764
4,15,Christopher,Cthosirpher,0.5031246
4,16,Christopher,Cthosirpher,0.5338808
7,0,Destination,Desitntaion,0.04852901
7,1,Destination,Desitntaion,0.12650876
7,2,Destination,Desitntaion,0.17975259
7,3,Destination,Desitntaion,0.2164162
7,4,Destination,Desitntaion,0.31391442
7,5,Destination,Desitntaion,0.37546426
7,6,Destination,Desitntaion,0.53601635
7,7,Destination,Desitntaion,0.5700599
7,8,Destination,Desitntaion,0.6365744
7,9,Destination,Desitntaion,0.6194567
7,10,Destination,Desitntaion,0.63732815
7,11,Destination,Desitntaion,0.6273992
7,12,Destination,Desitntaion,0.62927514
7,13,Destination,Desitntaion,0.6233829
7,14,Destination,Desitntaion,0.7135867
7,15,Destination,Desitntaion,0.7446445
7,16,Destination,Desitntaion,0.68919694
8,0,compression,compsoiesrn,0.04152378
8,1,compression,compsoiesrn,0.09012245
8,2,compression,compsoiesrn,0.12446545
