sample_idx,layer,original_word,scrambled_word,cos_sim
1,0,significant,sginificant,0.3638798
1,1,significant,sginificant,0.5907675
1,2,significant,sginificant,0.60244787
1,3,significant,sginificant,0.6937025
1,4,significant,sginificant,0.7131462
1,5,significant,sginificant,0.75061375
1,6,significant,sginificant,0.7717905
1,7,significant,sginificant,0.799448
1,8,significant,sginificant,0.81157595
1,9,significant,sginificant,0.82128954
1,10,significant,sginificant,0.87832296
1,11,significant,sginificant,0.9098966
1,12,significant,sginificant,0.9246332
1,13,significant,sginificant,0.94073576
1,14,significant,sginificant,0.9476105
1,15,significant,sginificant,0.95241624
1,16,significant,sginificant,0.9641988
4,0,Christopher,Chrsitopher,0.14620107
4,1,Christopher,Chrsitopher,0.35575932
4,2,Christopher,Chrsitopher,0.38095915
4,3,Christopher,Chrsitopher,0.53822905
4,4,Christopher,Chrsitopher,0.59197253
4,5,Christopher,Chrsitopher,0.6023568
4,6,Christopher,Chrsitopher,0.7344905
4,7,Christopher,Chrsitopher,0.7828226
4,8,Christopher,Chrsitopher,0.8177879
4,9,Christopher,Chrsitopher,0.8448746
4,10,Christopher,Chrsitopher,0.9131092
4,11,Christopher,Chrsitopher,0.9300609
4,12,Christopher,Chrsitopher,0.9328027
4,13,Christopher,Chrsitopher,0.925167
4,14,Christopher,Chrsitopher,0.9261085
4,15,Christopher,Chrsitopher,0.92053056
4,16,Christopher,Chrsitopher,0.91847134
7,0,Destination,Destinatoin,0.043464243
7,1,Destination,Destinatoin,0.09437847
7,2,Destination,Destinatoin,0.17047429
7,3,Destination,Destinatoin,0.33010784
7,4,Destination,Destinatoin,0.45333603
7,5,Destination,Destinatoin,0.49535492
7,6,Destination,Destinatoin,0.56280494
7,7,Destination,Destinatoin,0.5342873
7,8,Destination,Destinatoin,0.5961858
7,9,Destination,Destinatoin,0.60796076
7,10,Destination,Destinatoin,0.635594
7,11,Destination,Destinatoin,0.63399225
7,12,Destination,Destinatoin,0.6019754
7,13,Destination,Destinatoin,0.6044173
7,14,Destination,Destinatoin,0.688897
7,15,Destination,Destinatoin,0.7383981
7,16,Destination,Destinatoin,0.723286
8,0,compression,compressoin,0.08151197
8,1,compression,compressoin,0.15490234
8,2,compression,compressoin,0.23078023
8,3,compression,compressoin,0.37578124
8,4,compression,compressoin,0.3870409
8,5,compression,compressoin,0.45684993
8,6,compression,compressoin,0.52189124
8,7,compression,compressoin,0.48342758
8,8,compression,compressoin,0.5230571
8,9,compression,compressoin,0.53619206
8,10,compression,compressoin,0.6085676
8,11,compression,compressoin,0.55960685
8,12,compression,compressoin,0.6094258
8,13,compression,compressoin,0.6088446
8,14,compression,compressoin,0.6786827
8,15,compression,compressoin,0.69911504
8,16,compression,compressoin,0.82339305
9,0,represented,reprseented,0.06616998
